,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon,coord,time_sec,color
45,Św. Wojciech,Święty Wojciech,1.0,Gdańsk,54.28478000000001,18.63808,"54.28478000000001, 18.63808",3660,black
49,Olimpijska,Olimpijska,1.0,Gdańsk,54.305580000000006,18.58112,"54.305580000000006, 18.58112",3997,black
23,Maćkowy,Maćkowy,1.0,Gdańsk,54.30689,18.61525,"54.30689, 18.61525",3780,black
29,Przegalina,Przegalina,1.0,Gdańsk,54.31122,18.91707,"54.31122, 18.91707",5160,black
48,Kampinoska,Kampinoska,1.0,Gdańsk,54.31611,18.60301,"54.31611, 18.60301",3360,red
53,Jaworzniaków,Jaworzniaków,1.0,Gdańsk,54.31804,18.56873,"54.31804, 18.56873",3060,red
52,Zakoniczyn,Zakoniczyn,1.0,Gdańsk,54.31981,18.57735,"54.31981, 18.57735",3639,black
51,Łostowice Świętokrzyska,Łostowice Świętokrzyska,1.0,Gdańsk,54.32329,18.60623,"54.32329, 18.60623",2760,red
24,Równa,Orunia Równa,1.0,Gdańsk,54.32419,18.64089,"54.32419, 18.64089",3600,black
22,Orunia Górna,Orunia Górna,1.0,Gdańsk,54.3252,18.61839,"54.3252, 18.61839",3130,red
42,Ujeścisko,Ujeścisko,1.0,Gdańsk,54.33127,18.58534,"54.33127, 18.58534",2443,yellow
41,Chełm - Więckowskiego,Chełm Więckowskiego,1.0,Gdańsk,54.33398,18.6158,"54.33398, 18.6158",2699,yellow
20,Chełm Witosa,Chełm Witosa,1.0,Gdańsk,54.33741,18.61631,"54.33741, 18.61631",2483,yellow
21,Chełm Cienista,Chełm Cienista,1.0,Gdańsk,54.33831,18.627,"54.33831, 18.627",2513,yellow
30,Lipuska,Lipuska,1.0,Gdańsk,54.33863,18.51084,"54.33863, 18.51084",3660,black
54,Jasień Pólnicy,Jasień Pólnicy,1.0,Gdańsk,54.34111,18.56103,"54.34111, 18.56103",2394,yellow
25,Olszynka - Szkoła,Olszynka Szkoła,1.0,Gdańsk,54.34184000000001,18.66894,"54.34184000000001, 18.66894",3386,red
47,Kiełpino Górne,Kiełpino Górne,1.0,Gdańsk,54.34195,18.49882,"54.34195, 18.49882",3780,black
43,Smęgorzyno,Smęgorzyno,1.0,Gdańsk,54.34205,18.4732,"54.34205, 18.4732",5355,black
75,Chłodna,Chłodna,1.0,Gdańsk,54.34333,18.66275,"54.34333, 18.66275",3011,red
70,Toruńska,Toruńska,1.0,Gdańsk,54.34616,18.6456,"54.34616, 18.6456",2177,yellow
76,Żabi Kruk,Żabi Kruk,1.0,Gdańsk,54.34645,18.65135,"54.34645, 18.65135",2700,red
77,Szafarnia,Szafarnia,1.0,Gdańsk,54.34745,18.66108,"54.34745, 18.66108",3060,red
78,Brama Żuławska,Brama Żuławska,1.0,Gdańsk,54.34751,18.66882,"54.34751, 18.66882",3072,red
69,Śródmieście SKM,Śródmieście SKM,1.0,Gdańsk,54.34794,18.64373,"54.34794, 18.64373",2097,yellow
99,Borska,Borska (N/Ż),1.0,Gdańsk,54.34829000000001,18.47892,"54.34829000000001, 18.47892",2751,red
57,Siedlce,Siedlce ,1.0,Gdańsk,54.34831,18.60648,"54.34831, 18.60648",1628,blue
80,Elbląska,Elbląska,1.0,Gdańsk,54.34914000000001,18.6702,"54.34914000000001, 18.6702",3029,red
74,Brama Wyżynna,Brama Wyżynna,1.0,Gdańsk,54.35032,18.64628,"54.35032, 18.64628",2003,yellow
28,Górki Wschodnie,Górki Wschodnie,1.0,Gdańsk,54.35038,18.79305,"54.35038, 18.79305",4858,black
73,Hucisko,Hucisko,1.0,Gdańsk,54.35197,18.64485,"54.35197, 18.64485",1843,yellow
82,Głęboka,Głęboka,1.0,Gdańsk,54.35235,18.67165,"54.35235, 18.67165",3360,red
19,Migowo,Migowo,1.0,Gdańsk,54.35264,18.57626,"54.35264, 18.57626",1260,blue
9,Targ Rybny,Targ Rybny,1.0,Gdańsk,54.35332,18.65781,"54.35332, 18.65781",2535,yellow
89,Baza Manipulacyjna,Baza Manipulacyjna (N/Ż),1.0,Gdańsk,54.35367,18.75701,"54.35367, 18.75701",4296,black
37,Sztutowska,Sztutowska,1.0,Gdańsk,54.35395,18.71869,"54.35395, 18.71869",3981,black
33,Suchanino,Suchanino,1.0,Gdańsk,54.35411,18.60737,"54.35411, 18.60737",1463,blue
26,Górki Zachodnie,Górki Zachodnie,1.0,Gdańsk,54.3548,18.7821,"54.3548, 18.7821",4492,black
72,Dworzec Główny,Dworzec Główny,1.0,Gdańsk,54.35483000000001,18.64512,"54.35483000000001, 18.64512",2225,yellow
90,Łęczycka,Łęczycka,1.0,Gdańsk,54.355880000000006,18.76366,"54.355880000000006, 18.76366",4312,black
79,Bajki,Bajki,1.0,Gdańsk,54.35634,18.68185,"54.35634, 18.68185",3632,black
81,Dickensa,Dickensa (N/Ż),1.0,Gdańsk,54.35739,18.69021,"54.35739, 18.69021",3858,black
84,Przeróbka,Przeróbka,1.0,Gdańsk,54.35746999999999,18.68354,"54.35746999999999, 18.68354",3538,red
11,Muzeum II Wojny Światowej,Muzeum II Wojny Światowej,1.0,Gdańsk,54.35764,18.65872,"54.35764, 18.65872",2561,yellow
62,Przeróbka,Przeróbka (techniczny),1.0,Gdańsk,54.3578,18.68403,"54.3578, 18.68403",3569,red
68,Rybaki Górne,Rybaki Górne,1.0,Gdańsk,54.35815,18.65579,"54.35815, 18.65579",2416,yellow
66,Wały Piastowskie ,Wały Piastowskie,1.0,Gdańsk,54.35843000000001,18.64744,"54.35843000000001, 18.64744",1920,yellow
67,Aksamitna,Aksamitna,1.0,Gdańsk,54.35846,18.6523,"54.35846, 18.6523",2245,yellow
83,Kaczeńce - Sienna,Kaczeńce - Sienna (N/Ż),1.0,Gdańsk,54.35869,18.69777,"54.35869, 18.69777",3490,red
71,Łagiewniki,Łagiewniki,1.0,Gdańsk,54.3588,18.64937,"54.3588, 18.64937",2086,yellow
88,Kępna,Kępna (N/Ż),1.0,Gdańsk,54.35913000000001,18.74585,"54.35913000000001, 18.74585",4195,black
87,Steczka,Steczka,1.0,Gdańsk,54.35961999999999,18.74071,"54.35961999999999, 18.74071",4102,black
85,Sucharskiego,Sucharskiego,1.0,Gdańsk,54.35993000000001,18.69048,"54.35993000000001, 18.69048",3092,red
91,Budzysza,Budzysza,1.0,Gdańsk,54.36076,18.6919,"54.36076, 18.6919",3900,black
86,Sówki,Sówki,1.0,Gdańsk,54.36141,18.7295,"54.36141, 18.7295",4065,black
65,Lessowa,Lessowa,1.0,Gdańsk,54.36281,18.70524,"54.36281, 18.70524",3180,red
32,Matemblewo,Matemblewo,1.0,Gdańsk,54.36664,18.54891,"54.36664, 18.54891",1500,blue
44,Stogi Plaża,Stogi Plaża,1.0,Gdańsk,54.37243,18.7286,"54.37243, 18.7286",3589,red
50,Politechnika SKM,Politechnika SKM,1.0,Gdańsk,54.37393,18.62627,"54.37393, 18.62627",1603,blue
31,Bysewo,Bysewo,1.0,Gdańsk,54.37497,18.46361,"54.37497, 18.46361",4276,black
92,Sucharskiego - PKP,Sucharskiego - PKP (N/Ż),1.0,Gdańsk,54.37657,18.68265,"54.37657, 18.68265",4080,black
35,Niedźwiednik,Niedźwiednik,1.0,Gdańsk,54.38,18.55937,"54.38, 18.55937",0,green
93,Ku Ujściu,Ku Ujściu (N/Ż),1.0,Gdańsk,54.38005,18.679,"54.38005, 18.679",2973,red
12,Wrzeszcz PKP,Wrzeszcz PKP,1.0,Gdańsk,54.3813,18.604470000000006,"54.3813, 18.604470000000006",1241,blue
10,Port Lotniczy,Port Lotniczy,1.0,Gdańsk,54.38267,18.46753,"54.38267, 18.46753",1736,blue
17,Zaspa SKM,Zaspa SKM,1.0,Gdańsk,54.3893,18.59444,"54.3893, 18.59444",1380,blue
94,De Plelo,De Plelo (N/Ż),1.0,Gdańsk,54.38962,18.6759,"54.38962, 18.6759",4320,black
61,Strzyża PKM,Strzyża PKM,1.0,Gdańsk,54.39117,18.57821,"54.39117, 18.57821",928,blue
95,Charpentiera,Charpentiera (N/Ż),1.0,Gdańsk,54.39348,18.68436,"54.39348, 18.68436",4440,black
18,Nowy Port Szaniec Zachodni,Nowy Port Szaniec Zachodni,1.0,Gdańsk,54.39618000000001,18.67291,"54.39618000000001, 18.67291",4077,black
97,Pokładowa,Pokładowa  (N/Ż),1.0,Gdańsk,54.39637,18.68463,"54.39637, 18.68463",4500,black
96,Pokładowa,Pokładowa (N/Ż),1.0,Gdańsk,54.39641999999999,18.68478,"54.39641999999999, 18.68478",4500,black
63,Zajezdnia NOWY PORT,Zajezdnia Nowy Port (techniczny),1.0,Gdańsk,54.39708,18.67365,"54.39708, 18.67365",3994,black
64,Baza Hallera,Baza Hallera (techniczny),1.0,Gdańsk,54.39722,18.62155,"54.39722, 18.62155",2730,red
56,Zaspa,Zaspa,1.0,Gdańsk,54.39982,18.59561,"54.39982, 18.59561",1938,yellow
58,Nowy Port Góreckiego,Nowy Port Góreckiego,1.0,Gdańsk,54.40003000000001,18.67112,"54.40003000000001, 18.67112",3988,black
59,Nowy Port Oliwska,Nowy Port Oliwska,1.0,Gdańsk,54.40143000000001,18.67493,"54.40143000000001, 18.67493",3780,black
98,Przystań Żeglugi,Przystań Żeglugi,1.0,Gdańsk,54.40407,18.68157,"54.40407, 18.68157",4560,black
27,Westerplatte,Westerplatte,1.0,Gdańsk,54.40606,18.67702,"54.40606, 18.67702",4620,black
60,Brzeźno,Brzeźno,1.0,Gdańsk,54.40732,18.63812,"54.40732, 18.63812",3215,red
14,Oliwa Pętla Tramwajowa,Oliwa Pętla Tramwajowa,1.0,Gdańsk,54.40926,18.56708,"54.40926, 18.56708",1861,yellow
55,Oliwa,Oliwa,1.0,Gdańsk,54.40961,18.56699,"54.40961, 18.56699",1858,yellow
13,Oliwa PKP,Oliwa PKP,1.0,Gdańsk,54.41123,18.57213,"54.41123, 18.57213",1973,yellow
36,Oliwa ZOO,Oliwa ZOO,1.0,Gdańsk,54.41353,18.53517,"54.41353, 18.53517",3544,red
34,Osowa Przesypownia,Osowa Przesypownia,1.0,Gdańsk,54.41501,18.4585,"54.41501, 18.4585",2918,red
40,Osowa PKP,Osowa PKP,1.0,Gdańsk,54.42081999999999,18.45204,"54.42081999999999, 18.45204",2225,yellow
15,Żabianka SKM,Żabianka SKM,1.0,Gdańsk,54.42112,18.57006,"54.42112, 18.57006",2127,yellow
16,Jelitkowo Kapliczna,Jelitkowo Kapliczna,1.0,Gdańsk,54.42158000000001,18.60209,"54.42158000000001, 18.60209",2546,yellow
38,Jelitkowo,Jelitkowo,1.0,Gdańsk,54.42346,18.59376,"54.42346, 18.59376",2100,yellow
39,Galaktyczna,Galaktyczna,1.0,Gdańsk,54.42811999999999,18.48622,"54.42811999999999, 18.48622",3113,red
46,Kukawka,Kukawka,1.0,Gdańsk,54.44403000000001,18.45759,"54.44403000000001, 18.45759",3983,black
6,Starochwaszczyńska,Gdynia Starochwaszczyńska (N/Ż),5.0,Gdynia,54.45696,18.4495,"54.45696, 18.4495",4021,black
5,Rdestowa - Chwaszczyńska,Gdynia Rdestowa - Chwaszczyńska (N/Ż),5.0,Gdynia,54.45874,18.4528,"54.45874, 18.4528",4406,black
4,Giełda Towarowa,Gdynia Giełda Towarowa,5.0,Gdynia,54.46224,18.45337,"54.46224, 18.45337",4219,black
8,Rdestowa - Leśny Zakątek,Gdynia Rdestowa - Leśny Zakątek (N/Ż),5.0,Gdynia,54.46412,18.45762,"54.46412, 18.45762",4159,black
3,Szafranowa,Gdynia Szafranowa,5.0,Gdynia,54.46536,18.4602,"54.46536, 18.4602",4159,black
2,Paprykowa,Gdynia Paprykowa,5.0,Gdynia,54.46784,18.46546,"54.46784, 18.46546",4099,black
1,Kameliowa,Gdynia Kameliowa,5.0,Gdynia,54.470180000000006,18.4682,"54.470180000000006, 18.4682",4091,black
0,Dąbrowa Centrum,Gdynia Dąbrowa Centrum,5.0,Gdynia,54.47317,18.46509,"54.47317, 18.46509",3979,black
7,Anyżowa,Gdynia Anyżowa,5.0,Gdynia,54.47483,18.46977,"54.47483, 18.46977",3971,black
123,Radunica,Pruszcz Radunica (N/Ż),1.0,Gdańsk,54.27884,18.63945,"54.27884, 18.63945",3698,black
170,Ostróżek,Ostróżek (N/Ż),1.0,Gdańsk,54.29036,18.63663,"54.29036, 18.63663",3472,red
169,Węzeł Lipce,Węzeł Lipce (N/Ż),1.0,Gdańsk,54.29804,18.63258,"54.29804, 18.63258",3352,red
168,Niegowska,Niegowska,1.0,Gdańsk,54.30279,18.63081,"54.30279, 18.63081",3292,red
137,Przegalińska,Przegalińska (N/Ż),1.0,Gdańsk,54.30988000000001,18.92535,"54.30988000000001, 18.92535",5162,black
175,Dom Pomocy Społecznej,Dom Pomocy Społecznej,1.0,Gdańsk,54.3099,18.62018,"54.3099, 18.62018",3687,black
167,Ukośna,Ukośna,1.0,Gdańsk,54.31092,18.62953,"54.31092, 18.62953",3540,red
136,Świbnieńska III,Świbnieńska III,1.0,Gdańsk,54.31492,18.93062,"54.31492, 18.93062",5040,black
166,Urząd Dozoru Technicznego,Urząd Dozoru Technicznego,1.0,Gdańsk,54.31581,18.62936,"54.31581, 18.62936",3638,black
165,Nowiny,Nowiny ,1.0,Gdańsk,54.31921,18.6303,"54.31921, 18.6303",3616,black
135,Uzdrowiskowa,Uzdrowiskowa (N/Ż),1.0,Gdańsk,54.3226,18.93189,"54.3226, 18.93189",4948,black
164,Gościnna,Gościnna,1.0,Gdańsk,54.32328,18.63173,"54.32328, 18.63173",3568,red
174,Uranowa,Uranowa,1.0,Gdańsk,54.32611,18.6204,"54.32611, 18.6204",3120,red
173,Platynowa,Platynowa,1.0,Gdańsk,54.32631,18.61128,"54.32631, 18.61128",3000,red
163,Rejtana,Rejtana,1.0,Gdańsk,54.32841,18.63405,"54.32841, 18.63405",2940,red
134,Świbnieńska I,Świbnieńska I (N/Ż),1.0,Gdańsk,54.32959,18.93303,"54.32959, 18.93303",4860,black
172,Małomiejska,Małomiejska (N/Ż),1.0,Gdańsk,54.32961,18.61904,"54.32961, 18.61904",2792,red
171,Ptasia,Ptasia,1.0,Gdańsk,54.33031,18.628020000000006,"54.33031, 18.628020000000006",2700,red
151,Gęsia,Gęsia,1.0,Gdańsk,54.33096999999999,18.66711,"54.33096999999999, 18.66711",4048,black
162,Sandomierska,Sandomierska ,1.0,Gdańsk,54.33244000000001,18.6348,"54.33244000000001, 18.6348",2692,yellow
133,Przystań,Przystań,1.0,Gdańsk,54.33443000000001,18.9342,"54.33443000000001, 18.9342",4800,black
150,Bratki,Bratki,1.0,Gdańsk,54.33461,18.67104,"54.33461, 18.67104",3000,red
152,Olszynka - Niwki,Olszynka Niwki,1.0,Gdańsk,54.33591,18.67726,"54.33591, 18.67726",3300,red
161,Zremb,Zremb (N/Ż),1.0,Gdańsk,54.33594,18.63661,"54.33594, 18.63661",2554,yellow
132,Węgorzowa,Węgorzowa,1.0,Gdańsk,54.33615,18.9255,"54.33615, 18.9255",4769,black
159,Mostowa,Mostowa,1.0,Gdańsk,54.33635,18.64862,"54.33635, 18.64862",3148,red
131,Kempingowa,Kempingowa,1.0,Gdańsk,54.33655,18.9165,"54.33655, 18.9165",4750,black
130,Trałowa - Szkoła,Trałowa - Szkoła,1.0,Gdańsk,54.33711,18.91078,"54.33711, 18.91078",4678,black
149,Sierpowa,Sierpowa,1.0,Gdańsk,54.33786,18.67404,"54.33786, 18.67404",2940,red
184,Cieszyńskiego,Cieszyńskiego,1.0,Gdańsk,54.33826,18.60979,"54.33826, 18.60979",2160,yellow
198,Damroki,Damroki,1.0,Gdańsk,54.33866999999999,18.56424,"54.33866999999999, 18.56424",2912,red
143,Cedrowa,Cedrowa,1.0,Gdańsk,54.33914,18.58661,"54.33914, 18.58661",2892,red
153,Zawodzie,Zawodzie,1.0,Gdańsk,54.33932,18.6867,"54.33932, 18.6867",4116,black
129,Kwiatowa,Kwiatowa,1.0,Gdańsk,54.33939,18.89365,"54.33939, 18.89365",4543,black
183,Dragana - Szkoła,Dragana - Szkoła,1.0,Gdańsk,54.33943000000001,18.60598,"54.33943000000001, 18.60598",2462,yellow
160,Elmet,Elmet (N/Ż),1.0,Gdańsk,54.33981,18.64038,"54.33981, 18.64038",2511,yellow
128,Orlinki,Orlinki (N/Ż),1.0,Gdańsk,54.34025,18.88645,"54.34025, 18.88645",4440,black
157,Wróbla,Wróbla,1.0,Gdańsk,54.3405,18.65788,"54.3405, 18.65788",3316,red
158,Brama Nizinna,Brama Nizinna,1.0,Gdańsk,54.34054,18.648,"54.34054, 18.648",2977,red
177,Cmentarna,Cmentarna (N/Ż),1.0,Gdańsk,54.34079000000001,18.63566,"54.34079000000001, 18.63566",2884,red
182,Dragana - Kładka,Dragana - Kładka,1.0,Gdańsk,54.34106,18.61164,"54.34106, 18.61164",2466,yellow
187,Worcella,Worcella,1.0,Gdańsk,54.34118,18.62639,"54.34118, 18.62639",2758,red
199,Zwierzyniecka,Zwierzyniecka (N/Ż),1.0,Gdańsk,54.34155,18.55584,"54.34155, 18.55584",2478,yellow
127,Lazurowa,Lazurowa,1.0,Gdańsk,54.34166,18.87289,"54.34166, 18.87289",4419,black
181,Grabowskiego,Grabowskiego,1.0,Gdańsk,54.34169,18.62137,"54.34169, 18.62137",2785,red
138,Benzynowa,Benzynowa (N/Ż),1.0,Gdańsk,54.34169,18.7528,"54.34169, 18.7528",3720,black
189,Chałubińskiego,Chałubińskiego (N/Ż),1.0,Gdańsk,54.34211,18.61801,"54.34211, 18.61801",2760,red
190,Chałubińskiego,Chałubińskiego,1.0,Gdańsk,54.34216,18.61708,"54.34216, 18.61708",2940,red
139,Oczyszczalnia,Oczyszczalnia (N/Ż),1.0,Gdańsk,54.34217,18.75799,"54.34217, 18.75799",3780,black
180,Wronki,Wronki,1.0,Gdańsk,54.34222,18.62831,"54.34222, 18.62831",2539,yellow
113,Rejenta,Rejenta,1.0,Gdańsk,54.34225,18.60559,"54.34225, 18.60559",2321,yellow
176,Zaroślak,Zaroślak,1.0,Gdańsk,54.34236,18.64229,"54.34236, 18.64229",2476,yellow
126,Pole Namiotowe,Pole Namiotowe (N/Ż),1.0,Gdańsk,54.34239,18.86483,"54.34239, 18.86483",4320,black
179,Reformacka,Reformacka,1.0,Gdańsk,54.34255,18.63054,"54.34255, 18.63054",2749,red
125,Kanałowa,Kanałowa (N/Ż),1.0,Gdańsk,54.3428,18.83915,"54.3428, 18.83915",5141,black
140,Naftowa,Naftowa (N/Ż),1.0,Gdańsk,54.34287,18.76952,"54.34287, 18.76952",3900,black
178,Stoczniowców,Stoczniowców (N/Ż),1.0,Gdańsk,54.34325,18.63179,"54.34325, 18.63179",2653,yellow
156,Dolna,Dolna,1.0,Gdańsk,54.34334000000001,18.65888,"54.34334000000001, 18.65888",3239,red
114,Zosi,Zosi,1.0,Gdańsk,54.34354,18.61137,"54.34354, 18.61137",2115,yellow
124,Sobieszewo,Sobieszewo,1.0,Gdańsk,54.34359,18.82609,"54.34359, 18.82609",4500,black
112,Rafineria,Rafineria,1.0,Gdańsk,54.34404,18.7219,"54.34404, 18.7219",3592,red
155,Muzeum Narodowe,Muzeum Narodowe,1.0,Gdańsk,54.34477,18.64815,"54.34477, 18.64815",2928,red
188,Drwęcka (n/ż),Drwęcka,1.0,Gdańsk,54.34492,18.61803,"54.34492, 18.61803",2202,yellow
197,Pagórkowa,Pagórkowa,1.0,Gdańsk,54.34504,18.59142,"54.34504, 18.59142",2046,yellow
116,Soplicy,Soplicy,1.0,Gdańsk,54.34505,18.60704,"54.34505, 18.60704",1998,yellow
115,Domeyki,Domeyki,1.0,Gdańsk,54.3451,18.61156,"54.3451, 18.61156",2075,yellow
154,Maki,Maki,1.0,Gdańsk,54.34511,18.67471,"54.34511, 18.67471",3401,red
186,Odrzańska,Odrzańska (N/Ż),1.0,Gdańsk,54.34513000000001,18.62567,"54.34513000000001, 18.62567",2261,yellow
101,Żarnowiecka,Żarnowiecka,1.0,Gdańsk,54.34557,18.67879,"54.34557, 18.67879",3531,red
196,Zielony Stok,Zielony Stok,1.0,Gdańsk,54.34559,18.59607,"54.34559, 18.59607",1903,yellow
100,Brodnicka,Brodnicka,1.0,Gdańsk,54.34574,18.47671,"54.34574, 18.47671",3002,red
145,Jodowa,Jodowa,1.0,Gdańsk,54.34586,18.82041,"54.34586, 18.82041",4599,black
142,Zagroble,Zagroble (N/Ż),1.0,Gdańsk,54.34693000000001,18.78514,"54.34693000000001, 18.78514",4080,black
141,Płońska,Płońska (N/Ż),1.0,Gdańsk,54.34705,18.77397,"54.34705, 18.77397",3960,black
111,Michałki,Michałki (N/Ż),1.0,Gdańsk,54.3472,18.718020000000006,"54.3472, 18.718020000000006",3588,red
194,Emaus,Emaus,1.0,Gdańsk,54.34746,18.6043,"54.34746, 18.6043",1735,blue
146,Tęczowa,Tęczowa (N/Ż),1.0,Gdańsk,54.34829000000001,18.80993,"54.34829000000001, 18.80993",4657,black
185,Pohulanka,Pohulanka (N/Ż),1.0,Gdańsk,54.34846,18.63683,"54.34846, 18.63683",2068,yellow
195,Siedlce,Siedlce,1.0,Gdańsk,54.34855,18.60667,"54.34855, 18.60667",1609,blue
107,Miałki Szlak,Miałki Szlak (N/Ż),1.0,Gdańsk,54.34886,18.68411,"54.34886, 18.68411",3120,red
193,Zakopiańska,Zakopiańska,1.0,Gdańsk,54.34887,18.61877,"54.34887, 18.61877",1620,blue
147,Nadwiślańska,Nadwiślańska (N/Ż),1.0,Gdańsk,54.3489,18.80357,"54.3489, 18.80357",4620,black
108,Węzeł Elbląska,Węzeł Elbląska (N/Ż),1.0,Gdańsk,54.34894,18.69207,"54.34894, 18.69207",3180,red
148,Ornitologów,Ornitologów (N/Ż),1.0,Gdańsk,54.34909,18.79867,"54.34909, 18.79867",4732,black
106,Mostek,Mostek,1.0,Gdańsk,54.34936,18.67455,"54.34936, 18.67455",3212,red
192,Bema,Bema,1.0,Gdańsk,54.3507,18.632,"54.3507, 18.632",1819,yellow
191,Urząd Miejski,Urząd Miejski,1.0,Gdańsk,54.35136,18.63921,"54.35136, 18.63921",1620,blue
109,Błonia,Błonia,1.0,Gdańsk,54.351380000000006,18.70376,"54.351380000000006, 18.70376",3367,red
110,Tarcice,Tarcice,1.0,Gdańsk,54.35233,18.70851,"54.35233, 18.70851",3487,red
102,Siennicka,Siennicka,1.0,Gdańsk,54.35745,18.67906,"54.35745, 18.67906",3693,black
103,Przetoczna,Przetoczna,1.0,Gdańsk,54.3607,18.67283,"54.3607, 18.67283",4082,black
104,Przejazd Kolejowy,Przejazd Kolejowy,1.0,Gdańsk,54.3662,18.67358,"54.3662, 18.67358",4543,black
105,Kujawska,Kujawska,1.0,Gdańsk,54.37692,18.670720000000006,"54.37692, 18.670720000000006",3164,red
119,Klonowicza,Klonowicza,1.0,Gdańsk,54.38724000000001,18.62835,"54.38724000000001, 18.62835",2340,yellow
118,Ostroroga,Ostroroga,1.0,Gdańsk,54.38773000000001,18.62409,"54.38773000000001, 18.62409",2220,yellow
117,Chrobrego,Chrobrego (N/Ż),1.0,Gdańsk,54.38796,18.61767,"54.38796, 18.61767",2100,yellow
144,Nowa Gdańska,Nowa Gdańska (N/Ż),1.0,Gdańsk,54.39711,18.63405,"54.39711, 18.63405",2460,yellow
120,Leszczyńskich,Leszczyńskich,1.0,Gdańsk,54.39994,18.60679,"54.39994, 18.60679",2076,yellow
121,Meissnera,Meissnera,1.0,Gdańsk,54.40186,18.60291,"54.40186, 18.60291",2249,yellow
122,Olsztyńska,Olsztyńska,1.0,Gdańsk,54.40565,18.60399,"54.40565, 18.60399",2200,yellow
226,Starogardzka,Starogardzka,1.0,Gdańsk,54.30211,18.60841,"54.30211, 18.60841",3720,black
225,Przemian,Przemian (N/Ż),1.0,Gdańsk,54.305,18.60391,"54.305, 18.60391",3705,black
224,Przebiśniegowa,Przebiśniegowa,1.0,Gdańsk,54.31585,18.59374,"54.31585, 18.59374",3120,red
223,Niepołomicka,Niepołomicka,1.0,Gdańsk,54.32023,18.59515,"54.32023, 18.59515",3180,red
222,Łódzka,Łódzka (N/Ż),1.0,Gdańsk,54.32308,18.60284,"54.32308, 18.60284",2980,red
217,Szkoła Podstawowa nr 6,Szkoła Podstawowa nr 6,1.0,Gdańsk,54.32626,18.5686,"54.32626, 18.5686",3243,red
216,Nowa Bulońska,Nowa Bulońska,1.0,Gdańsk,54.3284,18.56972,"54.3284, 18.56972",3074,red
221,Płocka,Płocka,1.0,Gdańsk,54.32899000000001,18.59867,"54.32899000000001, 18.59867",2746,red
220,Przemyska,Przemyska,1.0,Gdańsk,54.33327,18.59614,"54.33327, 18.59614",2325,yellow
219,Kielecka,Kielecka,1.0,Gdańsk,54.33403000000001,18.59196,"54.33403000000001, 18.59196",2356,yellow
215,Kiełpino - Szkoła,Kiełpino - Szkoła,1.0,Gdańsk,54.33976,18.50809,"54.33976, 18.50809",3620,black
218,Cmentarz Łostowicki,Cmentarz Łostowicki,1.0,Gdańsk,54.34003000000001,18.60132,"54.34003000000001, 18.60132",2406,yellow
210,Pólnicy,Pólnicy,1.0,Gdańsk,54.34044,18.5593,"54.34044, 18.5593",2940,red
200,Źródlana,Źródlana,1.0,Gdańsk,54.34198000000001,18.55352,"54.34198000000001, 18.55352",2360,yellow
209,Gronostajowa,Gronostajowa (N/Ż),1.0,Gdańsk,54.34281,18.54935,"54.34281, 18.54935",2252,yellow
201,Jasień Działki,Jasień Działki (N/Ż),1.0,Gdańsk,54.34432,18.54227,"54.34432, 18.54227",3171,red
202,Węzeł Karczemki,Węzeł Karczemki (N/Ż),1.0,Gdańsk,54.34734,18.5279,"54.34734, 18.5279",2095,yellow
203,Karczemki,Karczemki,1.0,Gdańsk,54.34964,18.51244,"54.34964, 18.51244",3686,black
237,Nowolipie,Nowolipie (N/Ż),1.0,Gdańsk,54.34975,18.59829,"54.34975, 18.59829",1680,blue
204,Inżynierska,Inżynierska (N/Ż),1.0,Gdańsk,54.35179,18.50124,"54.35179, 18.50124",3609,black
227,Hevelianum,Hevelianum,1.0,Gdańsk,54.35275,18.63489,"54.35275, 18.63489",1560,blue
205,Fabryczna,Fabryczna,1.0,Gdańsk,54.35329,18.49447,"54.35329, 18.49447",3786,black
233,Nad Jarem,Nad Jarem,1.0,Gdańsk,54.35376,18.61434,"54.35376, 18.61434",1525,blue
235,Park Naukowo - Technologiczny,Park Naukowo - Technologiczny,1.0,Gdańsk,54.35458000000001,18.5958,"54.35458000000001, 18.5958",1196,blue
232,Kurpińskiego,Kurpińskiego,1.0,Gdańsk,54.35528000000001,18.59715,"54.35528000000001, 18.59715",1080,blue
253,Budapesztańska,Budapesztańska,1.0,Gdańsk,54.35574,18.57814,"54.35574, 18.57814",838,green
230,Wagnera,Wagnera,1.0,Gdańsk,54.35578,18.61359,"54.35578, 18.61359",1260,blue
228,Płowce,Płowce,1.0,Gdańsk,54.35592,18.63011,"54.35592, 18.63011",1440,blue
231,Otwarta,Otwarta,1.0,Gdańsk,54.35596,18.6034,"54.35596, 18.6034",1140,blue
229,Cygańska Góra,Cygańska Góra,1.0,Gdańsk,54.35712,18.61987,"54.35712, 18.61987",1320,blue
245,Schuberta,Schuberta ,1.0,Gdańsk,54.35746,18.59951,"54.35746, 18.59951",1430,blue
252,Warneńska,Warneńska,1.0,Gdańsk,54.35767,18.58296,"54.35767, 18.58296",540,green
251,Piecewska,Piecewska,1.0,Gdańsk,54.35837,18.58693,"54.35837, 18.58693",768,green
244,Schumana,Schumana,1.0,Gdańsk,54.35923,18.6038,"54.35923, 18.6038",1497,blue
206,Transportowców,Transportowców,1.0,Gdańsk,54.35941,18.49139,"54.35941, 18.49139",1635,blue
