,stopName,stopDesc,zoneId,zoneName,stopLat,stopLon,coord,time_sec,color
491,Cmentarz Srebrzysko,Cmentarz Srebrzysko,1.0,Gdańsk,54.37797,18.58088,"54.37797, 18.58088",720,green
490,Zabytkowa,Zabytkowa,1.0,Gdańsk,54.37978,18.59,"54.37978, 18.59",780,green
477,Kontenerowa,Kontenerowa (N/Ż),1.0,Gdańsk,54.380280000000006,18.69508,"54.380280000000006, 18.69508",4796,black
417,Terminal - Cargo,Terminal - Cargo (N/Ż),1.0,Gdańsk,54.38274000000001,18.47512,"54.38274000000001, 18.47512",1670,blue
449,Reymonta,Reymonta,1.0,Gdańsk,54.38298,18.58507,"54.38298, 18.58507",1316,blue
480,Terminal DCT,Terminal DCT,1.0,Gdańsk,54.38298,18.70617,"54.38298, 18.70617",3882,black
416,Skarżyńskiego,Skarżyńskiego,1.0,Gdańsk,54.38692,18.60111,"54.38692, 18.60111",1320,blue
415,"SDO ""Złota Jesień""","SDO ""Złota Jesień"" (N/Ż)",1.0,Gdańsk,54.38697,18.59879,"54.38697, 18.59879",1432,blue
448,Norblina,Norblina,1.0,Gdańsk,54.38808,18.57149,"54.38808, 18.57149",1075,blue
424,Rozstaje,Rozstaje,1.0,Gdańsk,54.38886,18.60785,"54.38886, 18.60785",1697,blue
450,Bajana,Bajana (N/Ż),1.0,Gdańsk,54.38942,18.60818,"54.38942, 18.60818",1752,blue
441,Abrahama,Abrahama ,1.0,Gdańsk,54.39388,18.58113,"54.39388, 18.58113",1560,blue
430,Hynka,Hynka ,1.0,Gdańsk,54.39673000000001,18.58801,"54.39673000000001, 18.58801",1546,blue
482,Telewizyjna,Telewizyjna (N/Ż),1.0,Gdańsk,54.39813,18.48519,"54.39813, 18.48519",2052,yellow
461,"Hala ""Olivia""","Hala ""Olivia""",1.0,Gdańsk,54.40143000000001,18.57414,"54.40143000000001, 18.57414",1519,blue
440,Przymorze SKM,Przymorze SKM,1.0,Gdańsk,54.40194,18.57844,"54.40194, 18.57844",1754,blue
479,Bora Komorowskiego,Bora Komorowskiego,1.0,Gdańsk,54.40747,18.58886,"54.40747, 18.58886",1906,yellow
419,Beniowskiego,Beniowskiego (N/Ż),1.0,Gdańsk,54.40951999999999,18.57776,"54.40951999999999, 18.57776",2292,yellow
476,Owczarnia,Owczarnia,1.0,Gdańsk,54.41413000000001,18.48023,"54.41413000000001, 18.48023",2463,yellow
436,Saturna,Saturna,1.0,Gdańsk,54.41464000000001,18.4466,"54.41464000000001, 18.4466",2848,red
438,Wodnika,Wodnika (N/Ż),1.0,Gdańsk,54.41615,18.47829,"54.41615, 18.47829",2664,yellow
437,Keplera,Keplera (N/Ż),1.0,Gdańsk,54.41647,18.4678,"54.41647, 18.4678",3143,red
429,Oriona,Oriona (N/Ż),1.0,Gdańsk,54.41745,18.45496,"54.41745, 18.45496",2722,red
427,Gospody,Gospody,1.0,Gdańsk,54.41982,18.58271,"54.41982, 18.58271",2079,yellow
475,Marsa,Marsa,1.0,Gdańsk,54.42012,18.47837,"54.42012, 18.47837",2476,yellow
410,Bursztynowa,Bursztynowa (N/Ż),1.0,Gdańsk,54.42591,18.59288,"54.42591, 18.59288",2398,yellow
555,Dwór Ferberów,Dwór Ferberów (N/Ż),1.0,Gdańsk,54.30573,18.63029,"54.30573, 18.63029",3998,black
552,Pastelowa,Pastelowa,1.0,Gdańsk,54.30842,18.60028,"54.30842, 18.60028",3600,black
505,Osiedle Świętokrzyskie,Osiedle Świętokrzyskie (N/Ż),1.0,Gdańsk,54.31376,18.57109,"54.31376, 18.57109",3420,red
506,Osiedle Świętokrzyskie,Osiedle Świętokrzyskie,1.0,Gdańsk,54.31411,18.56983,"54.31411, 18.56983",3534,red
500,Marynarska,Marynarska (N/Ż),1.0,Gdańsk,54.3155,18.86922,"54.3155, 18.86922",5400,black
507,Elfów,Elfów,1.0,Gdańsk,54.31564,18.56977,"54.31564, 18.56977",3431,red
501,Sobieszewska Pastwa 1,Sobieszewska Pastwa 1 (N/Ż),1.0,Gdańsk,54.3191,18.86565,"54.3191, 18.86565",5370,black
508,Baśniowa,Baśniowa,1.0,Gdańsk,54.319280000000006,18.56434,"54.319280000000006, 18.56434",3000,red
509,Rębowo,Rębowo,1.0,Gdańsk,54.32246,18.55881,"54.32246, 18.55881",2940,red
544,Gościnna,Orunia Gościnna,1.0,Gdańsk,54.32294,18.63215,"54.32294, 18.63215",3611,black
502,Wieniecka,Wieniecka (N/Ż),1.0,Gdańsk,54.32437,18.85465,"54.32437, 18.85465",5292,black
503,Sobieszewko,Sobieszewko (N/Ż),1.0,Gdańsk,54.32853000000001,18.84396,"54.32853000000001, 18.84396",5100,black
514,Jeleniogórska,Jeleniogórska,1.0,Gdańsk,54.32865,18.58257,"54.32865, 18.58257",2704,red
510,Leszczynowa,Leszczynowa,1.0,Gdańsk,54.33093,18.55856,"54.33093, 18.55856",2715,red
511,Lawendowe Wzgórze,Lawendowe Wzgórze,1.0,Gdańsk,54.33164,18.56393,"54.33164, 18.56393",2580,yellow
504,Sobieszewko Ośrodek,Sobieszewko Ośrodek (N/Ż),1.0,Gdańsk,54.33512,18.84007,"54.33512, 18.84007",5669,black
513,Wilanowska,Wilanowska,1.0,Gdańsk,54.33662,18.59828,"54.33662, 18.59828",2160,yellow
549,Chmielna,Chmielna (N/Ż),1.0,Gdańsk,54.34531,18.65676,"54.34531, 18.65676",2760,red
543,Chmielna,Chmielna,1.0,Gdańsk,54.34533,18.65749,"54.34533, 18.65749",2794,red
596,Odrzańska,Odrzańska,1.0,Gdańsk,54.34541,18.62578,"54.34541, 18.62578",2819,red
542,Okopowa,Okopowa,1.0,Gdańsk,54.3475,18.64661,"54.3475, 18.64661",2571,yellow
594,Pohulanka,Pohulanka ,1.0,Gdańsk,54.34869000000001,18.63653,"54.34869000000001, 18.63653",2316,yellow
556,Skrajna,Skrajna,1.0,Gdańsk,54.34907,18.61256,"54.34907, 18.61256",1588,blue
553,Ciasna,Ciasna,1.0,Gdańsk,54.34918,18.62457,"54.34918, 18.62457",1680,blue
551,Paska,Paska,1.0,Gdańsk,54.35008000000001,18.63006,"54.35008000000001, 18.63006",1755,blue
550,Powstańców Warszawskich,Powstańców Warszawskich,1.0,Gdańsk,54.35115,18.63639,"54.35115, 18.63639",1707,blue
546,Nowe Ogrody,Nowe Ogrody,1.0,Gdańsk,54.35204,18.64215,"54.35204, 18.64215",1804,yellow
569,Górecka,Górecka (N/Ż),1.0,Gdańsk,54.35534000000001,18.74535,"54.35534000000001, 18.74535",4192,black
548,Dworzec PKS,Dworzec PKS,1.0,Gdańsk,54.35677,18.64344,"54.35677, 18.64344",2241,yellow
532,Plac Solidarności,Plac Solidarności,1.0,Gdańsk,54.36061,18.64771,"54.36061, 18.64771",2128,yellow
545,Zimna,Zimna,1.0,Gdańsk,54.36135,18.70749,"54.36135, 18.70749",3865,black
519,Brama Oliwska,Brama Oliwska,1.0,Gdańsk,54.36207,18.64164,"54.36207, 18.64164",2340,yellow
520,Chodowieckiego,Chodowieckiego,1.0,Gdańsk,54.36404,18.63837,"54.36404, 18.63837",2400,yellow
533,Stocznia SKM,Stocznia SKM,1.0,Gdańsk,54.36421,18.64324,"54.36421, 18.64324",1709,blue
534,Stocznia Północna,Stocznia Północna,1.0,Gdańsk,54.37192,18.63385,"54.37192, 18.63385",3120,red
560,Leśna Góra - Przychodnia,Leśna Góra - Przychodnia,1.0,Gdańsk,54.37338,18.56386,"54.37338, 18.56386",730,green
558,Leśna Góra,Leśna Góra,1.0,Gdańsk,54.37373,18.55864,"54.37373, 18.55864",790,green
521,Politechnika,Politechnika,1.0,Gdańsk,54.37398,18.62142,"54.37398, 18.62142",1740,blue
535,Twarda,Twarda,1.0,Gdańsk,54.37445,18.63121,"54.37445, 18.63121",1722,blue
522,Miszewskiego,Miszewskiego,1.0,Gdańsk,54.37577,18.61514,"54.37577, 18.61514",1680,blue
536,Wyspiańskiego,Wyspiańskiego,1.0,Gdańsk,54.3766,18.62351,"54.3766, 18.62351",1761,blue
557,Węzeł Kliniczna,Węzeł Kliniczna,1.0,Gdańsk,54.3766,18.63074,"54.3766, 18.63074",3240,red
537,Reja,Reja,1.0,Gdańsk,54.37901,18.62256,"54.37901, 18.62256",2280,yellow
559,Swojska,Swojska,1.0,Gdańsk,54.37957,18.63448,"54.37957, 18.63448",3300,red
523,Klonowa,Klonowa,1.0,Gdańsk,54.37985,18.60306,"54.37985, 18.60306",1446,blue
561,Żaglowa - AmberExpo,Żaglowa - Amber Expo,1.0,Gdańsk,54.38241,18.63856,"54.38241, 18.63856",3420,red
538,Plac Komorowskiego,Plac Komorowskiego,1.0,Gdańsk,54.38366,18.61453,"54.38366, 18.61453",1942,yellow
518,Żaglowa - AmberExpo,Żaglowa - AmberExpo (N/Ż) ,1.0,Gdańsk,54.38404,18.64132,"54.38404, 18.64132",3613,black
517,Żaglowa - AmberExpo,Żaglowa - AmberExpo (N/Ż),1.0,Gdańsk,54.3841,18.64073,"54.3841, 18.64073",3624,black
563,Mostostal,Mostostal,1.0,Gdańsk,54.38577,18.64501,"54.38577, 18.64501",3480,red
562,Mjr Hubala,Majora Hubala,1.0,Gdańsk,54.38738000000001,18.57739,"54.38738000000001, 18.57739",1196,blue
516,AmberExpo,AmberExpo,1.0,Gdańsk,54.3874,18.63584,"54.3874, 18.63584",3081,red
524,Zajezdnia,Zajezdnia,1.0,Gdańsk,54.38843000000001,18.58156,"54.38843000000001, 18.58156",1221,blue
539,Bajana,Bajana,1.0,Gdańsk,54.39,18.60821,"54.39, 18.60821",1962,yellow
564,Meczet,Meczet,1.0,Gdańsk,54.39062,18.57251,"54.39062, 18.57251",1334,blue
512,Twierdza Wisłoujście,Twierdza Wisłoujście (N/Ż),1.0,Gdańsk,54.39143000000001,18.6797,"54.39143000000001, 18.6797",4380,black
566,Śnieżna,Śnieżna,1.0,Gdańsk,54.39195,18.65729,"54.39195, 18.65729",3660,black
515,Węzeł Harfa,Węzeł Harfa (N/Ż),1.0,Gdańsk,54.392,18.63875,"54.392, 18.63875",3443,red
540,Żwirki i Wigury,Żwirki i Wigury,1.0,Gdańsk,54.3921,18.60579,"54.3921, 18.60579",2023,yellow
568,Kolonia Uroda,Kolonia Uroda,1.0,Gdańsk,54.3923,18.6223,"54.3923, 18.6223",2580,yellow
565,Szpital Marynarki Wojennej,Szpital Marynarki Wojennej,1.0,Gdańsk,54.39383,18.56752,"54.39383, 18.56752",1525,blue
541,Jana Pawła II,Jana Pawła II,1.0,Gdańsk,54.39464,18.60158,"54.39464, 18.60158",2174,yellow
567,Jasia i Małgosi,Jasia i Małgosi,1.0,Gdańsk,54.39788000000001,18.56401,"54.39788000000001, 18.56401",1909,yellow
584,Na Zaspę,Na Zaspę,1.0,Gdańsk,54.40176999999999,18.66475,"54.40176999999999, 18.66475",3480,red
587,Przychodnia,Przychodnia,1.0,Gdańsk,54.40224,18.66967,"54.40224, 18.66967",4211,black
570,Gdańska,Gdańska,1.0,Gdańsk,54.40249,18.63108,"54.40249, 18.63108",2940,red
525,Tetmajera,Tetmajera,1.0,Gdańsk,54.40265,18.56561,"54.40265, 18.56561",1594,blue
585,Rybołowców,Rybołowców,1.0,Gdańsk,54.40271,18.6655,"54.40271, 18.6655",3585,red
583,Kasztanowa,Kasztanowa,1.0,Gdańsk,54.40396,18.66133,"54.40396, 18.66133",3420,red
572,Sternicza,Sternicza,1.0,Gdańsk,54.40464,18.63451,"54.40464, 18.63451",2874,red
582,Latarnia Morska,Latarnia Morska,1.0,Gdańsk,54.40467,18.65579,"54.40467, 18.65579",3360,red
526,Derdowskiego,Derdowskiego,1.0,Gdańsk,54.40513000000001,18.56388,"54.40513000000001, 18.56388",1654,blue
580,Krasickiego,Krasickiego,1.0,Gdańsk,54.406180000000006,18.64421,"54.406180000000006, 18.64421",3240,red
527,Obrońców Westerplatte,Obrońców Westerplatte,1.0,Gdańsk,54.40836,18.56297,"54.40836, 18.56297",1714,blue
577,Mazurska,Mazurska,1.0,Gdańsk,54.40851,18.63222,"54.40851, 18.63222",3174,red
575,Wczasy,Wczasy,1.0,Gdańsk,54.40913000000001,18.62827,"54.40913000000001, 18.62827",3025,red
554,Meteorytowa,Meteorytowa (N/Ż),1.0,Gdańsk,54.41136,18.48476,"54.41136, 18.48476",2235,yellow
547,Osiedle Barniewice,Osiedle Barniewice,1.0,Gdańsk,54.41226999999999,18.45146,"54.41226999999999, 18.45146",3161,red
528,Opacka,Opacka,1.0,Gdańsk,54.413880000000006,18.56568,"54.413880000000006, 18.56568",1892,yellow
529,Subisława,Subisława,1.0,Gdańsk,54.41673,18.57344,"54.41673, 18.57344",2215,yellow
530,Osiedle Wejhera,Osiedle Wejhera,1.0,Gdańsk,54.42037,18.58446,"54.42037, 18.58446",2029,yellow
531,Helska,Helska,1.0,Gdańsk,54.42154,18.58808,"54.42154, 18.58808",2123,yellow
581,Kasztanowa,Sopot Kasztanowa,2.0,Sopot,54.42479,18.56368,"54.42479, 18.56368",1939,yellow
579,Smolna,Sopot Smolna (N/Ż),2.0,Sopot,54.42833,18.5623,"54.42833, 18.5623",2129,yellow
586,"Hotel ""Marina""","Sopot Hotel ""Marina""",2.0,Sopot,54.42958,18.58788,"54.42958, 18.58788",2796,red
588,Hestii,Sopot Hestii,2.0,Sopot,54.43195,18.58347,"54.43195, 18.58347",3267,red
578,3 Maja,Sopot 3 Maja,2.0,Sopot,54.43381,18.56153,"54.43381, 18.56153",2325,yellow
589,Polna,Sopot Polna,2.0,Sopot,54.43411999999999,18.57981,"54.43411999999999, 18.57981",3005,red
591,Władysława IV,Sopot Władysława IV,2.0,Sopot,54.43599,18.56746,"54.43599, 18.56746",2299,yellow
599,Wybickiego,Sopot Wybickiego,2.0,Sopot,54.43735,18.55738,"54.43735, 18.55738",2602,yellow
593,Bitwy pod Płowcami,Sopot Bitwy pod Płowcami,2.0,Sopot,54.43773,18.57394,"54.43773, 18.57394",2587,yellow
590,Bitwy pod Płowcami,Sopot Bitwy Pod Płowcami,2.0,Sopot,54.43832,18.57258,"54.43832, 18.57258",2528,yellow
576,Sikorskiego,Sopot Sikorskiego,2.0,Sopot,54.44159000000001,18.55822,"54.44159000000001, 18.55822",2834,red
574,Uniwersytet Gdański,Sopot Uniwersytet Gdański,2.0,Sopot,54.44434,18.55613,"54.44434, 18.55613",3130,red
573,Okrężna,Sopot Okrężna (N/Ż),2.0,Sopot,54.4466,18.55259,"54.4466, 18.55259",3308,red
571,Przylesie,Sopot Przylesie,2.0,Sopot,54.44781,18.54059,"54.44781, 18.54059",4200,black
592,"Sanatorium ""Leśnik""","Sopot Sanatorium ""Leśnik""",2.0,Sopot,54.44926,18.52722,"54.44926, 18.52722",4380,black
598,Malczewskiego,Sopot Malczewskiego,2.0,Sopot,54.44946,18.55535,"54.44946, 18.55535",3036,red
597,Wejherowska,Sopot Wejherowska,2.0,Sopot,54.45307,18.55517,"54.45307, 18.55517",3554,red
595,Kamienny Potok SKM,Sopot Kamienny Potok SKM,2.0,Sopot,54.45847,18.55454,"54.45847, 18.55454",3079,red
622,Jagiełły,Jagiełły (N/Ż),1.0,Gdańsk,54.30465,18.61203,"54.30465, 18.61203",3780,black
631,Topazowa,Topazowa (N/Ż),1.0,Gdańsk,54.30982,18.60061,"54.30982, 18.60061",3540,red
632,Kolorowa,Kolorowa,1.0,Gdańsk,54.31174,18.60244,"54.31174, 18.60244",3480,red
639,Stężycka,Stężycka,1.0,Gdańsk,54.33391999999999,18.54175,"54.33391999999999, 18.54175",3960,black
606,Cebertowicza,Cebertowicza ,1.0,Gdańsk,54.33844000000001,18.60505,"54.33844000000001, 18.60505",2406,yellow
645,,Sikorskiego (N/Ż),,Gdańsk,54.33886,18.61888,"54.33886, 18.61888",2476,yellow
611,Dolne Miasto,Dolne Miasto,1.0,Gdańsk,54.34316999999999,18.66148,"54.34316999999999, 18.66148",3095,red
637,Rzeźnicka,Rzeźnicka,1.0,Gdańsk,54.34389,18.64702,"54.34389, 18.64702",2880,red
646,,Otomińska (N/Ż),,Gdańsk,54.34412,18.51058,"54.34412, 18.51058",3598,red
624,Węzeł Groddecka,Węzeł Groddecka,1.0,Gdańsk,54.34846999999999,18.64223,"54.34846999999999, 18.64223",2020,yellow
612,Jasieńska,Jasieńska,1.0,Gdańsk,54.34946,18.55247,"54.34946, 18.55247",1574,blue
643,Królewskie Wzgórze,Królewskie Wzgórze (N/Ż),1.0,Gdańsk,54.35048000000001,18.57357,"54.35048000000001, 18.57357",1200,blue
630,Kokoszki,Kokoszki (N/Ż),1.0,Gdańsk,54.35307,18.49639,"54.35307, 18.49639",3600,black
613,Jasień PKM,Jasień PKM,1.0,Gdańsk,54.35321999999999,18.55003,"54.35321999999999, 18.55003",951,blue
627,Leźnieńska,Leźnieńska (N/Ż),1.0,Gdańsk,54.353530000000006,18.46949,"54.353530000000006, 18.46949",2787,red
616,Kiełpinek PKM,Kiełpinek PKM,1.0,Gdańsk,54.35533,18.52804,"54.35533, 18.52804",1141,blue
614,Belgradzka,Belgradzka,1.0,Gdańsk,54.35576,18.58833,"54.35576, 18.58833",1140,blue
609,Focha,Focha (N/Ż),1.0,Gdańsk,54.35868000000001,18.62449,"54.35868000000001, 18.62449",1380,blue
633,Tamka,Tamka,1.0,Gdańsk,54.3592,18.70602,"54.3592, 18.70602",4178,black
618,Cmentarz Garnizonowy,Cmentarz Garnizonowy (N/Ż),1.0,Gdańsk,54.35927,18.64008,"54.35927, 18.64008",2084,yellow
634,Pawia,Pawia,1.0,Gdańsk,54.3597,18.71631,"54.3597, 18.71631",3673,black
641,Zimna,Stogi Zimna,1.0,Gdańsk,54.36109,18.70779,"54.36109, 18.70779",3840,black
623,Jana z Kolna,Jana z Kolna (dla wysiadających),1.0,Gdańsk,54.36166,18.64554,"54.36166, 18.64554",2283,yellow
635,Kłosowa,Kłosowa,1.0,Gdańsk,54.36166,18.71948,"54.36166, 18.71948",3690,black
619,Andruszkiewicza,Andruszkiewicza (N/Ż),1.0,Gdańsk,54.36214,18.69022,"54.36214, 18.69022",2940,red
636,Stogi Skiby,Skiby,1.0,Gdańsk,54.3629,18.70945,"54.3629, 18.70945",3240,red
642,Kaczeńce,Kaczeńce,1.0,Gdańsk,54.36318000000001,18.69901,"54.36318000000001, 18.69901",3120,red
638,Ugory,Ugory (N/Ż),1.0,Gdańsk,54.36363000000001,18.70791,"54.36363000000001, 18.70791",3367,red
620,Andruszkiewicza,Andruszkiewicza,1.0,Gdańsk,54.36655,18.69293,"54.36655, 18.69293",4011,black
617,Matarnia PKM,Matarnia PKM,1.0,Gdańsk,54.37324,18.50588,"54.37324, 18.50588",1373,blue
647,,Nabrzeże Przemysłowe,,Gdańsk,54.37428000000001,18.66562,"54.37428000000001, 18.66562",3779,black
621,Ku Ujściu,Ku Ujściu,1.0,Gdańsk,54.37908,18.67721,"54.37908, 18.67721",2835,red
629,Nad Stawem,Nad Stawem,1.0,Gdańsk,54.38344,18.6065,"54.38344, 18.6065",1532,blue
640,Zajezdnia WRZESZCZ,Zajezdnia Wrzeszcz (techniczny),1.0,Gdańsk,54.38994,18.57899,"54.38994, 18.57899",1248,blue
615,Biblioteka Główna UG,Biblioteka Główna UG,1.0,Gdańsk,54.39731,18.57719,"54.39731, 18.57719",1601,blue
625,Żabianka SKM,Żabianka SKM (techniczny),1.0,Gdańsk,54.42279,18.56966,"54.42279, 18.56966",2204,yellow
626,Jelitkowo,Jelitkowo (techniczny),1.0,Gdańsk,54.42369,18.59422,"54.42369, 18.59422",2110,yellow
628,Hospicjum,Sopot Hospicjum (N/Ż),2.0,Sopot,54.42562,18.56292,"54.42562, 18.56292",2179,yellow
600,Kochanowskiego,Sopot Kochanowskiego,2.0,Sopot,54.4342,18.55896,"54.4342, 18.55896",2436,yellow
607,Grunwaldzka,Sopot Grunwaldzka,2.0,Sopot,54.4392,18.57379,"54.4392, 18.57379",2419,yellow
610,Sopot PKP - Marynarzy,Sopot PKP Marynarzy,2.0,Sopot,54.43929,18.56424,"54.43929, 18.56424",2753,red
605,Chopina,Sopot Chopina,2.0,Sopot,54.44217,18.57124,"54.44217, 18.57124",2539,yellow
604,Grand Hotel,Sopot Grand Hotel,2.0,Sopot,54.44644,18.56782,"54.44644, 18.56782",2659,yellow
608,23 Marca,Sopot 23 Marca,2.0,Sopot,54.44816,18.54375,"54.44816, 18.54375",3604,black
603,Korty Tenisowe,Sopot Korty Tenisowe (N/Ż),2.0,Sopot,54.4502,18.564870000000006,"54.4502, 18.564870000000006",2719,red
648,,Malczewskiego,,Sopot,54.45035,18.55304,"54.45035, 18.55304",2899,red
602,Plac Kusocińskiego,Sopot Plac Kusocińskiego (N/Ż),2.0,Sopot,54.4528,18.56311,"54.4528, 18.56311",2779,red
649,,Wejherowska,,Sopot,54.45304,18.55528,"54.45304, 18.55528",3556,red
601,Młyńska,Sopot Młyńska (N/Ż),2.0,Sopot,54.45471,18.55985,"54.45471, 18.55985",2839,red
650,,Junaków,,Sopot,54.45551,18.54743,"54.45551, 18.54743",3644,black
651,,Łużycka,,Sopot,54.45555,18.5513,"54.45555, 18.5513",3467,red
652,,Małopolska,,Sopot,54.45562,18.54343,"54.45562, 18.54343",3772,black
653,,Kolberga,,Sopot,54.45715,18.53792,"54.45715, 18.53792",3532,red
654,,Brodwino,,Sopot,54.45768,18.5344,"54.45768, 18.5344",3363,red
655,,Kamienny Potok - Kujawska,,Sopot,54.45847,18.54771,"54.45847, 18.54771",3695,black
656,,Kamienny Potok SKM,,Sopot,54.45849000000001,18.5546,"54.45849000000001, 18.5546",3079,red
657,,Bernadowska,,Gdynia,54.46321,18.55384,"54.46321, 18.55384",3471,red
658,,Wielki Kack Starodworcowa,,Gdynia,54.46461,18.49647,"54.46461, 18.49647",3520,red
659,,Gryfa Pomorskiego,,Gdynia,54.46764,18.48725,"54.46764, 18.48725",4193,black
660,,Karwiny PKM,,Gdynia,54.46929,18.50569,"54.46929, 18.50569",2812,red
661,,Nałkowskiej,,Gdynia,54.46986999999999,18.49894,"54.46986999999999, 18.49894",3559,red
662,,Lipowa,,Gdynia,54.47009,18.49062,"54.47009, 18.49062",3870,black
663,,Źródło Marii,,Gdynia,54.47065,18.494770000000006,"54.47065, 18.494770000000006",3619,black
664,,Myśliwska,,Gdynia,54.47124,18.48851,"54.47124, 18.48851",3679,black
665,,Wiczlińska,,Gdynia,54.47187,18.47883,"54.47187, 18.47883",4084,black
666,,Racławicka,,Gdynia,54.47224,18.51306,"54.47224, 18.51306",2905,red
667,,Karwiny Tesco,,Gdynia,54.47308,18.4776,"54.47308, 18.4776",3799,black
668,,Kolibki,,Gdynia,54.47319,18.55383,"54.47319, 18.55383",3962,black
644,Karwiny Tesco,Gdynia Karwiny Tesco,5.0,Gdynia,54.47335,18.47687,"54.47335, 18.47687",3849,black
669,,Brzechwy,,Gdynia,54.47374,18.48952,"54.47374, 18.48952",4010,black
670,,Karwiny Tuwima,,Gdynia,54.47381,18.48456,"54.47381, 18.48456",4184,black
671,,Lidzka,,Gdynia,54.47558000000001,18.51608,"54.47558000000001, 18.51608",3220,red
672,,"Orłowo SKM - ""Klif""",,Gdynia,54.47592,18.55314,"54.47592, 18.55314",3066,red
673,,Olgierda,,Gdynia,54.47839000000001,18.52366,"54.47839000000001, 18.52366",4399,black
674,,Orłowo SKM - Orłowska,,Gdynia,54.47867,18.55273,"54.47867, 18.55273",3196,red
675,,Łowicka,,Gdynia,54.48121999999999,18.53104,"54.48121999999999, 18.53104",4339,black
676,,Nawigatorów,,Gdynia,54.4825,18.54961,"54.4825, 18.54961",3436,red
677,,Plac Górnośląski,,Gdynia,54.48353,18.53857,"54.48353, 18.53857",3420,red
678,,Zwycięstwa - Wielkopolska,,Gdynia,54.48441999999999,18.54638,"54.48441999999999, 18.54638",4305,black
679,,Redłowo SKM,,Gdynia,54.49125,18.53718,"54.49125, 18.53718",3148,red
680,,Kwidzyńska II,,Gdynia,54.51088000000001,18.528,"54.51088000000001, 18.528",3803,black
681,,Kwidzyńska I,,Gdynia,54.51189,18.525,"54.51189, 18.525",4013,black
682,,Witomińska,,Gdynia,54.51253000000001,18.53218,"54.51253000000001, 18.53218",3603,black
683,,Tatrzańska - Olsztyńska,,Gdynia,54.51297,18.52466,"54.51297, 18.52466",3858,black
684,,Nowogrodzka,,Gdynia,54.51368000000001,18.52423,"54.51368000000001, 18.52423",3807,black
685,,Liceum Jezuitów,,Gdynia,54.51568,18.52465,"54.51568, 18.52465",3587,red
686,,Warszawska,,Gdynia,54.51691,18.53049,"54.51691, 18.53049",3158,red
687,,Działki Leśne - Sztumska,,Gdynia,54.51706,18.51698,"54.51706, 18.51698",3816,black
688,,Szczecińska ,,Gdynia,54.51823,18.52119,"54.51823, 18.52119",3592,red
689,,Wolności - II LO,,Gdynia,54.51875,18.51924,"54.51875, 18.51924",3556,red
690,,Gdynia Dworzec Gł. PKP - Wolności,,Gdynia,54.51982,18.52781,"54.51982, 18.52781",3037,red
691,,Demptowo - Jednostka Wojskowa,,Gdynia,54.52058,18.44934,"54.52058, 18.44934",5784,black
692,,Urząd Pracy,,Gdynia,54.52134,18.52384,"54.52134, 18.52384",3186,red
693,,Plac Neptuna,,Gdynia,54.5227,18.51728,"54.5227, 18.51728",3593,red
694,,Kołłątaja,,Gdynia,54.52276,18.51983,"54.52276, 18.51983",3398,red
695,,Bpa Okoniewskiego,,Gdynia,54.52322,18.52173,"54.52322, 18.52173",3154,red
696,,Beniowskiego - Akademiki,,Gdynia,54.52375,18.51285,"54.52375, 18.51285",3844,black
697,,Grabowo,,Gdynia,54.52403,18.50822,"54.52403, 18.50822",3693,black
698,,Stocznia SKM - Morska,,Gdynia,54.52479,18.5174,"54.52479, 18.5174",3214,red
699,,Demptowo,,Gdynia,54.52535,18.46314,"54.52535, 18.46314",4894,black
745,,Przytulna (N/Ż),,Gdańsk,54.34771,18.53582,"54.34771, 18.53582",1906,yellow
746,,Uniwersyteckie Centrum Kliniczne,,Gdańsk,54.36664,18.62674,"54.36664, 18.62674",2317,yellow
747,,Złota Karczma,,Gdańsk,54.37475,18.52185,"54.37475, 18.52185",1386,blue
748,,Sopot Reja,,Sopot,54.43139,18.56199,"54.43139, 18.56199",2119,yellow
749,,Architektów,,Sopot,54.43256,18.57361,"54.43256, 18.57361",2801,red
750,,Rynek Non-Stop,,Sopot,54.43268000000001,18.56711,"54.43268000000001, 18.56711",2646,yellow
751,,Mierosławskiego,,Sopot,54.43332,18.57127,"54.43332, 18.57127",2628,yellow
752,,3 Maja ,,Sopot,54.4337,18.56152,"54.4337, 18.56152",2316,yellow
753,,Polna,,Sopot,54.43436,18.57781,"54.43436, 18.57781",2966,red
754,,Kochanowskiego,,Sopot,54.4347,18.55992,"54.4347, 18.55992",2342,yellow
755,,Jana z Kolna,,Sopot,54.43473,18.5698,"54.43473, 18.5698",2490,yellow
756,,Wybickiego  ,,Sopot,54.43725,18.55753,"54.43725, 18.55753",2593,yellow
757,,Bitwy pod Płowcami,,Sopot,54.43779,18.57383,"54.43779, 18.57383",2581,yellow
758,,Sopot PKP - Niepodległości,,Sopot,54.43856,18.56061,"54.43856, 18.56061",2554,yellow
759,,Sopot PKP - Marynarzy,,Sopot,54.43906,18.5643,"54.43906, 18.5643",2736,red
760,,Osiedle Mickiewicza,,Sopot,54.43914,18.54784,"54.43914, 18.54784",3249,red
761,,Sobieskiego - Przychodnia,,Sopot,54.43926,18.56749,"54.43926, 18.56749",2674,yellow
762,,Grunwaldzka,,Sopot,54.43926999999999,18.57369,"54.43926999999999, 18.57369",2419,yellow
763,,Żeromskiego,,Sopot,54.44051,18.55124,"54.44051, 18.55124",3185,red
